"SampleRowID"	"StationCode"	"SampleDate"	"MethodCode"	"SampleTimeStart"	"SampleTimeEnd"	"UserName"	"SurveyNumber"	"WaterTemperature"	"Turbidity"	"Secchi"	"SecchiEstimated"	"ConductivityTop"	"ConductivityBottom"	"TowDirectionCode"	"MeterStart"	"MeterEnd"	"CableOut"	"TideCode"	"DepthBottom"	"MeterNumber"	"WeatherCode"	"Microcystis"	"WaveCode"	"DateEntered"
181	"073"	11/16/2001 0:00:00	"MWTR"	12/30/1899 10:54:00	12/30/1899 11:04:00		5	15.30		0.87	0	241		2	95017	112334	0	2	25	13327				
182	"073"	12/14/2001 0:00:00	"MWTR"	12/30/1899 10:33:00	12/30/1899 10:43:00		6	9.30		0.59	0	206		2	228303	244939	50	2	24	13291				
183	"073"	9/19/2002 0:00:00	"MWTR"	12/30/1899 9:11:00	12/30/1899 9:21:00	"Admin"	3	20.20		1.15	0	169		2	648674	661708	100	2	25	13227				
184	"073"	10/17/2002 0:00:00	"MWTR"	12/30/1899 9:28:00	12/30/1899 9:38:00	"djones"	4	16.80		1.44	0	161		2	403558	410063	125	2	24	13227				
185	"073"	12/11/2002 0:00:00	"MWTR"	12/30/1899 10:12:00	12/30/1899 10:22:00	"djones"	6	11.20		1.52	0	210		2	876256	892665	100	4	26	13291				
186	"073"	9/16/2003 0:00:00	"MWTR"	12/30/1899 8:16:00		"djones"	3	19.80		1.00	0	185		1	100664	117856	50	4	22	13291				
187	"073"	10/16/2003 0:00:00	"MWTR"	12/30/1899 9:07:00	12/30/1899 9:17:00	"djones"	4	17.00		1.00	0	142		1	672018	694172	50	4	25	13291				
188	"073"	11/10/2003 0:00:00	"MWTR"	12/30/1899 10:36:00	12/30/1899 10:46:00	"djones"	5	13.90		1.27	0	103		2	210031	236106	0	2	24	13227				
189	"073"	12/10/2003 0:00:00	"MWTR"	12/30/1899 13:03:00	12/30/1899 13:14:00	"Admin"	6	11.60		0.45	0	135		1	96088	113356	125	2	25	13227				
190	"073"	9/23/2004 0:00:00	"MWTR"	12/30/1899 8:44:00	12/30/1899 8:54:00	"djones"	3	18.20		1.25	0	168		2	5781	21967	100	2	22	20366				
191	"073"	10/15/2004 0:00:00	"MWTR"	12/30/1899 10:15:00	12/30/1899 10:25:00	"djones"	4	17.60		1.70	0	151		2	215817	231622	125	2	24	20366				
192	"073"	11/9/2004 0:00:00	"MWTR"	12/30/1899 9:32:00	12/30/1899 9:41:00	"Admin"	5	13.20		1.60	0	195		2	982299	2464	100	2	20	20366				
193	"073"	12/16/2004 0:00:00	"MWTR"	12/30/1899 11:26:00	12/30/1899 11:37:00	"djones"	6	11.90		0.84	0	207		1	509250	527605	150	4	26	20366				
194	"073"	9/19/2005 0:00:00	"MWTR"	12/30/1899 11:11:00	12/30/1899 11:22:00	"Admin"	3	19.20		0.90	0	185		2	427912	442197	125	2	24	20366				
195	"073"	10/11/2005 0:00:00	"MWTR"	12/30/1899 12:11:00	12/30/1899 12:21:00	"Admin"	4	16.80		1.20	0	135		1	304316	324994	150	4	26	20366				
196	"073"	11/9/2005 0:00:00	"MWTR"	12/30/1899 9:39:00	12/30/1899 9:49:00	"Admin"	5	14.00		0.87	0	167	167	1	685261	705530	100	4	23	20366				
197	"073"	12/13/2005 0:00:00	"MWTR"	12/30/1899 10:17:00	12/30/1899 10:26:00	"Admin"	6	9.90		1.01	0	183		2	878629	897017	100	2	22	20366				
198	"073"	10/19/2006 0:00:00	"MWTR"	12/30/1899 11:00:00	12/30/1899 11:12:00	"Admin"	4	16.30		1.40	0	146	146	2	925321	942865	125	2	25					
199	"073"	11/16/2006 0:00:00	"MWTR"	12/30/1899 12:56:00	12/30/1899 13:07:00	"Admin"	5	13.00		1.80	0	185	185	1	188811	204768	50	4	25	21039				
200	"073"	12/15/2006 0:00:00	"MWTR"	12/30/1899 11:38:00	12/30/1899 11:49:00	"Admin"	6	11.60		0.68	0	176	176	2	873234	898467	0	4	25	21039				
201	"073"	9/13/2007 0:00:00	"MWTR"	12/30/1899 11:24:00	12/30/1899 11:36:00	"Admin"	3	20.30		1.00	0	175	175	2	129655	148163	125	2	25	14958	1	1	1	
202	"073"	10/16/2007 0:00:00	"MWTR"	12/30/1899 10:26:00	12/30/1899 10:38:00	"Admin"	4	16.30		2.00	0	156	155	2	391353	413146	125	2	25	14958	4	1	1	
203	"073"	11/16/2007 0:00:00	"MWTR"	12/30/1899 9:41:00	12/30/1899 9:53:00	"Admin"	5	14.70		1.70	0	181		1	547602	563502	100	4	24	14958	2	1	1	
204	"073"	12/17/2007 0:00:00	"MWTR"	12/30/1899 12:31:00	12/30/1899 12:42:00	"Admin"	6	8.70		0.74	0	223		3	373976	391866	150	1	26	22083	3	1	1	
205	"073"	9/18/2008 0:00:00	"MWTR"	12/30/1899 10:42:00	12/30/1899 10:53:00	"Admin"	3	20.90		1.23	0	237		2	108002	123771	150	2	29	22833	1	1	1	
206	"073"	10/17/2008 0:00:00	"MWTR"	12/30/1899 11:24:00	12/30/1899 11:36:00	"Admin"	4	16.60		2.00	0	228		2	839474	856172	125	2	27	22833	1	1	1	
207	"073"	11/14/2008 0:00:00	"MWTR"	12/30/1899 12:03:00	12/30/1899 12:14:00	"Admin"	5	15.00		1.42	0	285		2	939577	958482	125	4	24	22878	1	1	1	
208	"073"	12/17/2008 0:00:00	"MWTR"	12/30/1899 9:48:00	12/30/1899 9:59:00	"Admin"	6	8.10			0	289		1	10740	31767	100	4	25	22878	1	1	1	
209	"073"	9/22/2009 0:00:00	"MWTR"	12/30/1899 10:07:00	12/30/1899 10:17:00	"Admin"	3	22.70	2.89	2.00	0	186	187	3	723266	742711	150		26	23326	1	1	1	
210	"073"	10/21/2009 0:00:00	"MWTR"	12/30/1899 13:44:00	12/30/1899 13:54:00	"Admin"	4	17.90	6.00	2.00	0	156	153	2	957248	974068	150	2	27	23326	1	1	1	
211	"073"	11/17/2009 0:00:00	"MWTR"	12/30/1899 13:28:00	12/30/1899 13:39:00	"Admin"	5	13.30	7.08	2.00	0	190	202	2	80473	99030	125	2	27	23326	1	1	1	
212	"073"	12/16/2009 0:00:00	"MWTR"	12/30/1899 12:55:00	12/30/1899 13:06:00	"Admin"	6	9.90	16.00	0.80	0	232	233	2	145836	163948	150	4	28	23326	2	1	1	
213	"073"	9/23/2010 0:00:00	"MWTR"	12/30/1899 10:42:00	12/30/1899 10:53:00	"Admin"	3	19.00	10.60	1.18	0	164	163	2	428805	449018	125	2	26	23312	1	1	1	
214	"073"	10/18/2010 0:00:00	"MWTR"	12/30/1899 10:22:00	12/30/1899 10:34:00	"Admin"	4	17.90	3.90	1.58	0	108	107	2	762667	783795	125	2	24	23312	2	1	1	
215	"073"	11/8/2010 0:00:00	"MWTR"	12/30/1899 12:11:00	12/30/1899 12:23:00	"Admin"	5	15.70	2.74	1.95	0	171	145	2	175193	194421	100	2	20	23312	1	1	1	
216	"073"	12/7/2010 0:00:00	"MWTR"	12/30/1899 11:31:00	12/30/1899 11:43:00	"Admin"	6	11.50	14.20	0.63	0	153	153	2	682114	704985	100	2	20	23312	1	1	1	
217	"101"	11/13/1969 0:00:00	"MWTR"	12/30/1899 8:20:00			5	15.60		0.70	0	42050			0	0	125							
218	"101"	12/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6		5.00	1.43	1	42340												
219	"101"	9/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.90	5.00	1.43	1	47560												
220	"101"	11/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5		4.00	1.62	1	38556												
221	"101"	12/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6		15.00	0.65	1	31920												
222	"101"	1/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.10		0.72	0	33300												
223	"101"	2/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.60	15.00	0.85	0	37128												
224	"101"	3/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	9.40			0	36366												
225	"101"	9/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3			0.99	0	36040												
226	"101"	10/5/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4			0.99	0	34884												
227	"101"	11/3/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	13.40	22.00	0.80	0	41128												
228	"101"	8/15/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.00			0	28620												
229	"101"	9/12/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.10		1.40	0	36565												
230	"101"	10/10/1973 0:00:00	"MWTR"	12/30/1899 14:15:00		"Admin"	4	17.30		1.20	0	38110												
231	"101"	9/12/1977 0:00:00	"MWTR"	12/30/1899 12:25:00		"Admin"	3	19.50		1.60	0	45100												
232	"101"	1/9/1978 0:00:00	"MWTR"	12/30/1899 11:35:00		"Admin"	7	12.10		0.88	0	45240												
233	"101"	3/7/1978 0:00:00	"MWTR"	12/30/1899 12:30:00		"Admin"	9	15.20		1.10	0	34140												
234	"101"	9/11/1978 0:00:00	"MWTR"	12/30/1899 11:55:00			3	20.10		1.30	0	41960							25					
235	"101"	10/9/1978 0:00:00	"MWTR"	12/30/1899 11:25:00			4	19.20		1.50	0	43788							20					
236	"101"	11/13/1978 0:00:00	"MWTR"	12/30/1899 11:33:00			5	13.80		0.70	0	37760							25					
237	"102"	9/11/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.40		0.99	0	47300												
238	"102"	10/8/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.10		0.99	0	47210												
239	"102"	11/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.70		0.99	0	46552												
240	"102"	12/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.00		0.99	0	45800												
241	"102"	1/4/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.40		0.90	0	40900												
242	"102"	2/1/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.20		0.90	0	17250												
243	"102"	3/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.30		0.80	0	22280												
244	"102"	8/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.00		0.99	0	42300												
245	"102"	9/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.00		0.99	0	43010												
246	"102"	10/16/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.10	5.00	1.43	1	42730												
247	"102"	11/13/1969 0:00:00	"MWTR"	12/30/1899 8:35:00			5	15.60		0.45	0	41960			0	0	125							
248	"102"	12/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.80	5.00	1.43	1	42540												
249	"102"	12/12/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6				0	37420												
250	"102"	9/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.80	3.00	1.88	1	47560												
251	"102"	10/14/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.40	4.00	1.62	1	45060												
252	"102"	11/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.40	5.00	1.43	1	38628												
253	"102"	12/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70	12.00	0.55	0	29210												
254	"102"	1/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.60		0.72	0	36075												
255	"102"	2/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.60	15.00	0.90	0	35490												
256	"102"	3/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	9.40			0	36465												
257	"102"	8/10/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.70		0.99	0	38880												
258	"102"	9/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.50		0.99	0	36040												
259	"102"	10/5/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.40		0.99	0	34560												
260	"102"	11/3/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	13.40	21.00	0.75	0	40810												
261	"102"	1/26/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.00		0.99	0	37400												
262	"102"	3/1/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.20		0.99	0	34980												
263	"102"	7/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			1	19.60		0.99	0	36252												
264	"102"	8/9/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.30		1.30	0	39600												
265	"102"	9/12/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.40		2.40	0	37630												
266	"102"	11/8/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.20		1.40	0	39100												
267	"102"	8/15/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.10		1.60	0	29160												
268	"102"	9/12/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.00		1.60	0	36050												
269	"102"	10/10/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.40		1.50	0	37080												
270	"102"	9/12/1977 0:00:00	"MWTR"	12/30/1899 11:50:00		"Admin"	3	17.00		1.70	0	45804												
271	"102"	10/10/1977 0:00:00	"MWTR"	12/30/1899 14:40:00		"Admin"	4	19.00		1.70	0	51289												
272	"102"	11/7/1977 0:00:00	"MWTR"	12/30/1899 11:25:00		"Admin"	5	16.00		1.50	0	51935												
273	"102"	1/9/1978 0:00:00	"MWTR"	12/30/1899 11:50:00		"Admin"	7	12.10		0.91	0	45240												
274	"102"	3/7/1978 0:00:00	"MWTR"	12/30/1899 12:45:00		"Admin"	9	14.80		0.90	0	34624												
275	"102"	9/11/1978 0:00:00	"MWTR"	12/30/1899 12:15:00			3	20.00		1.40	0	38813							25					
276	"102"	10/9/1978 0:00:00	"MWTR"	12/30/1899 11:45:00			4	19.80		1.10	0	41759							20					
277	"102"	11/13/1978 0:00:00	"MWTR"	12/30/1899 11:50:00			5	13.80		1.00	0	36518							25					
278	"103"	9/11/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.50		0.99	0	47200												
279	"103"	10/8/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.10		0.90	0	48170												
280	"103"	11/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.80		0.99	0	47175												
281	"103"	12/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70		0.99	0	47200												
282	"103"	1/4/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.10		0.95	0	42980												
283	"103"	2/1/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.10		0.99	0	23620												
284	"103"	3/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.30		0.70	0	24000												
285	"103"	8/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.00		0.99	0	40980												
286	"103"	9/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.10		0.99	0	41630												
287	"103"	10/16/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.10	7.00	1.15	1	41670												
288	"103"	11/13/1969 0:00:00	"MWTR"	12/30/1899 6:55:00			5	15.00		0.53	0	41470			0	0	200							
289	"103"	12/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.80	7.00	1.15	1	41910												
290	"103"	9/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.70	6.00	1.27	1	46070												
291	"103"	10/14/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.20	4.00	1.62	1	46230												
292	"103"	11/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.40	5.00	1.43	1	42840												
293	"103"	12/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.20	16.00	0.43	0	33540												
294	"103"	1/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.50		0.65	0	32103												
295	"103"	2/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.00	12.00	0.90	0	32760												
296	"103"	3/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.00			0	30800												
297	"103"	8/10/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.60		0.64	0	38880												
298	"103"	9/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.70		0.99	0	36040												
299	"103"	10/5/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.30		0.90	0	35640												
300	"103"	11/3/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	12.80	22.00	0.80	0	40810												
301	"103"	12/1/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.90	12.00	0.99	0	40150												
302	"103"	1/26/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.00		0.99	0	34100												
303	"103"	3/1/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.90		0.95	0	34980												
304	"103"	7/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			1	20.40		0.75	0	36040												
305	"103"	8/9/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	21.20		1.40	0	38500												
306	"103"	9/12/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.20		1.80	0	38160												
307	"103"	11/8/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.10		1.30	0	43125												
308	"103"	8/14/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.10		2.00	0	28620												
309	"103"	9/11/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.40		1.90	0	38110												
310	"103"	10/9/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.40		1.50	0	36050												
311	"103"	9/12/1977 0:00:00	"MWTR"	12/30/1899 14:00:00		"Admin"	3	21.00		1.70	0	45612												
312	"103"	10/10/1977 0:00:00	"MWTR"	12/30/1899 13:45:00		"Admin"	4	19.00		2.00	0	50448												
313	"103"	3/7/1978 0:00:00	"MWTR"	12/30/1899 11:58:00		"Admin"	9	14.80		1.10	0	33542												
314	"103"	9/11/1978 0:00:00	"MWTR"	12/30/1899 11:25:00			3	20.50		2.05	0	38332							40					
315	"103"	10/9/1978 0:00:00	"MWTR"	12/30/1899 11:05:00			4	19.20		1.50	0	41467							30					
316	"104"	9/11/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.60		0.99	0	47600												
317	"104"	10/8/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.10		0.95	0	48170												
318	"104"	11/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.80		0.99	0	47499												
319	"104"	12/5/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.80		0.99	0	47100												
320	"104"	1/4/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.10		0.90	0	42980												
321	"104"	2/1/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.10		0.99	0	23000												
322	"104"	8/14/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.00		0.99	0	41460												
323	"104"	9/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.10		0.99	0	41870												
324	"104"	10/16/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.10	6.00	1.27	1	42120												
325	"104"	11/13/1969 0:00:00	"MWTR"	12/30/1899 7:10:00			5	15.00		0.62	0	42680			0	0	200							
326	"104"	12/11/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.80	6.00	1.27	1	42410												
327	"104"	9/15/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.70	5.00	1.43	1	45860												
328	"104"	10/14/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.30	4.00	1.62	1	44860												
329	"104"	11/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.40	5.00	1.43	1	42720												
330	"104"	12/10/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.00	13.00	0.51	0	34720												
331	"104"	1/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	8.60		0.65	0	32103												
332	"104"	2/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.00	12.00	0.90	0	33821												
333	"104"	3/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.00			0	30800												
334	"104"	8/10/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			2	20.40		0.65	0	38880												
335	"104"	9/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.70		0.99	0	37100												
336	"104"	10/5/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.30		0.90	0	35640												
337	"104"	11/3/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	12.80	21.00	0.80	0	40810												
338	"104"	12/1/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.90	14.00	0.99	0	39600												
339	"104"	1/26/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.00		0.99	0	35200												
340	"104"	3/1/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.90		0.80	0	34980												
341	"104"	7/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			1	20.40		0.90	0	35934												
342	"104"	8/9/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	21.10		1.40	0	38500												
343	"104"	9/12/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.20		1.70	0	38160												
344	"104"	10/10/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			4	18.90		2.40	0	36720												
345	"104"	11/8/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.10		1.50	0	42895												
346	"104"	12/5/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70		1.20	0	38080												
347	"104"	8/14/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	19.50		2.20	0	28620												
348	"104"	9/11/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.30		2.00	0	38110												
349	"104"	10/9/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.70		1.60	0	37595												
350	"104"	9/12/1977 0:00:00	"MWTR"	12/30/1899 13:40:00		"Admin"	3	21.00		1.80	0	45702												
351	"104"	10/10/1977 0:00:00	"MWTR"	12/30/1899 13:30:00		"Admin"	4	20.00		2.40	0	51499												
352	"104"	11/7/1977 0:00:00	"MWTR"	12/30/1899 10:45:00		"Admin"	5	16.00		1.80	0	51935												
353	"104"	3/7/1978 0:00:00	"MWTR"	12/30/1899 11:39:00		"Admin"	9	14.50		1.20	0	35542												
354	"111"	1/12/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.90			0	37520												
355	"111"	2/9/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.60	12.00	0.95	0	37128												
356	"111"	3/6/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.00			0	35424												
357	"111"	8/10/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			2	17.30		0.99	0	38880												
358	"111"	9/8/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.20		0.99	0	35722												
359	"111"	10/5/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.70		0.95	0	33588												
360	"111"	11/3/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			5	11.80	17.00	0.99	0	42444												
361	"111"	12/1/1971 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.20	14.00	0.99	0	38500												
362	"111"	1/26/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			8	9.20		0.99	0	38500												
363	"111"	3/1/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			9	11.90		0.99	0	35510												
364	"111"	7/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			1	18.20		0.99	0	36358												
365	"111"	8/9/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.30		1.10	0	38500												
366	"111"	9/12/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.60		1.70	0	37100												
367	"111"	10/11/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.80		2.00	0	34655												
368	"111"	11/8/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.20		1.20	0	41975												
369	"111"	12/6/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			6	11.70		1.30	0	36960												
370	"111"	8/15/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.10		2.70	0	28620												
371	"111"	9/12/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	17.90		1.30	0	33920												
372	"111"	10/10/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.00		1.10	0	38110												
373	"111"	9/12/1977 0:00:00	"MWTR"	12/30/1899 11:00:00		"Admin"	3	16.50		1.60	0	46234												
374	"111"	10/10/1977 0:00:00	"MWTR"	12/30/1899 11:00:00		"Admin"	4	17.30		2.20	0	48476												
375	"111"	11/7/1977 0:00:00	"MWTR"	12/30/1899 8:30:00		"Admin"	5	14.30		1.90	0	50600												
376	"111"	12/5/1977 0:00:00	"MWTR"	12/30/1899 9:30:00		"Admin"	6	13.00		1.90	0	47124												
377	"111"	1/9/1978 0:00:00	"MWTR"	12/30/1899 9:45:00		"Admin"	7	12.00		1.10	0	44109												
378	"111"	3/7/1978 0:00:00	"MWTR"	12/30/1899 9:15:00		"Admin"	9	13.80		0.80	0	29484												
379	"208"	11/8/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.90		2.00	0	42550												
380	"208"	12/6/1972 0:00:00	"MWTR"	12/30/1899 0:00:00			6	12.20		2.00	0	39200												
381	"208"	8/15/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			2	17.30		2.00	0	27878												
382	"208"	9/12/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			3	15.60		2.20	0	31800												
383	"208"	10/10/1973 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.00		2.10	0	36050												
384	"208"	10/11/1977 0:00:00	"MWTR"	12/30/1899 7:30:00		"Admin"	4	17.00		1.70	0	48227												
385	"208"	11/7/1977 0:00:00	"MWTR"	12/30/1899 13:20:00		"Admin"	5	14.50		1.20	0	49594												
386	"208"	12/5/1977 0:00:00	"MWTR"	12/30/1899 13:30:00		"Admin"	6	13.00		1.90	0	45188												
387	"208"	1/9/1978 0:00:00	"MWTR"	12/30/1899 13:30:00		"Admin"	7	12.30		1.20	0	44226												
388	"208"	3/7/1978 0:00:00	"MWTR"	12/30/1899 15:20:00		"Admin"	9	15.80		0.90	0	32610												
389	"208"	9/11/1978 0:00:00	"MWTR"	12/30/1899 14:00:00			3	18.00		1.05	0	37592							20					
390	"208"	10/9/1978 0:00:00	"MWTR"	12/30/1899 13:47:00			4	15.80		1.70	0	40858							25					
391	"208"	11/13/1978 0:00:00	"MWTR"	12/30/1899 13:20:00			5	13.80		1.00	0	35400							30					
392	"208"	12/11/1978 0:00:00	"MWTR"	12/30/1899 12:38:00			6	10.00		0.80	0	35050							25					
393	"208"	2/7/1979 0:00:00	"MWTR"	12/30/1899 13:15:00			8	10.60		0.70	0	30290							25					
394	"209"	9/12/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	18.60		0.99	0	42500												
395	"209"	10/9/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	16.40		0.99	0	42480												
396	"209"	11/6/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.00		0.99	0	44892												
397	"209"	1/5/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	9.30		0.99	0	36530												
398	"209"	2/2/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	8.60		0.40	0	7370												
399	"209"	3/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	9.60		0.35	0	8030												
400	"209"	8/15/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	18.30		0.80	0	38330												
